ZIPCODE,CITY,STATE
10980-3390,NASHVILLE,TN
10980-3391,DALLAS,TX
10970-0356,JOHNSON CITY,TN
10970-0357,DULUTH,MN
10970-0358,MAYWOOD,IL
10970-0359,SEATTLE,WA
10980-3392,SPRINGFIELD,IL
11000-2093,IOWA CITY,IA
10980-3393,BROOKLYN,NY
10960-7954,HAMILTON,ON
10980-3394,WASHINGTON,DC
10970-0361,NEW YORK,NY
10980-3395,MINNEAPOLIS,MN
10980-3396,NEW YORK,NY
10970-0362,RENO,NV
10980-3397,NORFOLK,VA
10980-3398,MINNEAPOLIS,MN
10980-3399,PEMBROKE,NC
10980-3400,JACKSON,MS
10970-0363,BETHESDA,MD
10980-3401,BALTIMORE,MD
10980-3402,DULUTH,MN
10980-3403,TONAWANDA,NY
10980-3404,SHREVEPORT,LA
10980-3405,SHREVEPORT,LA
10980-3406,SEATTLE,WA
10970-8735,WASHINGTON,DC
10970-0364,GALVESTON,TX
10970-0365,STANFORD,CA
10970-0366,PHILADELPHIA,PA
10970-0367,NEW HYDE PARK,NY
10970-0368,ALBANY,NY
10980-3407,BOSTON,MA
10980-3408,PROVIDENCE,RI
10980-3409,TAMPA,FL
10980-3410,RICHMOND,VA
11000-4144,WORCESTER,MA
10980-3411,BOSTON,MA
10970-0369,SHERMAN,CT
10980-3412,HOUSTON,TX
10970-0370,NEW ORLEANS,LA
10980-3413,HANOVER,NH
10980-3414,LOMA LINDA,CA
10980-3415,IOWA CITY,IA
10970-0371,VALHALLA,NY
10970-0372,CHAPEL HILL,NC
10980-3416,STANFORD,CA
10970-0373,SALT LAKE CITY,UT
10980-3417,SEATTLE,WA
10980-3418,HOUSTON,TX
10980-3419,TAMPA,FL
10980-3420,HOUSTON,TX
10970-0374,HERSHEY,PA
10970-0375,BALTIMORE,MD
10980-3421,PHILADELPHIA,PA
10970-0376,SAN FRANCISCO,CA
10980-3422,TULSA,OK
10980-3423,DEARBORN,MI
10970-0377,WASHINGTON,DC
11000-2094,DANVILLE,PA
10970-0378,OMAHA,NE
10970-0379,WHITEHOUSE STAT,NJ
10970-0380,SALT LAKE CITY,UT
11000-1096,DURHAM,NC
10980-3424,CLEVELAND,OH
10980-3425,TUCSON,AZ
10970-0381,DURHAM,NC
10970-0382,NASHVILLE,TN
10980-3426,NEW YORK,NY
10970-0383,COLLEGE STATION,TX
10980-3427,LOS ANGELES,CA
10970-0384,PHILADELPHIA,PA
10980-3428,LITTLE ROCK,AR
10980-3429,RICHMOND,VA
10980-3430,BOSTON,MA
10980-3431,ROOTSTOWN,OH
11000-1097,SAN FRANCISCO,CA
10980-3432,CENTERVILLE,OH
10970-0385,PITTSBURGH,PA
10970-0386,KANSAS CITY,MO
10970-0387,ROCHESTER,NY
10970-0388,SALT LAKE CITY,UT
10970-8736,DETROIT,MI
10970-0389,NASHVILLE,TN
10970-0390,ROCHESTER,MN
10970-0391,MIAMI BEACH,FL
10970-0392,IOWA CITY,IA
10970-0393,DALLAS,TX
10980-3433,ANNAPOLIS,MD
10980-3434,NORTH CHICAGO,IL
10980-3435,PHILADELPHIA,PA
10980-3436,WASHINGTON,DC
10980-3437,CHICAGO,IL
10980-3438,CHICAGO,IL
10970-0394,SAN DIEGO,CA
10970-0395,BALTIMORE,MD
10970-0396,NEW YORK,NY
10980-3439,HOUSTON,TX
10980-3440,MINNEAPOLIS,MN
10980-3441,ROYAL OAK,MI
10970-0397,ALBANY,NY
10980-3442,CHICAGO,IL
10970-0398,CHAPEL HILL,NC
10970-0399,BALA CYNWYD,PA
10980-3443,WINSTON-SALEM,NC
10970-0400,BIRMINGHAM,AL
11000-2095,SPRINGFIELD,IL
10970-8737,PITTSBURGH,PA
10980-3444,NEW YORK,NY
10980-3445,HOUSTON,TX
10970-0401,NEW YORK,NY
10970-0402,CHAPEL HILL,NC
10970-0403,COLUMBIA,MO
10980-3446,NEW BRUNSWICK,NJ
10970-0404,DALLAS,TX
10970-0405,ATLANTA,GA
10960-7955,NEW ORLEANS,LA
10970-0406,WASHINGTON,DC
10980-3447,BOSTON,MA
11000-4145,GREENVILLE,NC
10980-3448,WASHINGTON,DC
10960-7956,TUCSON,AZ
10980-3449,SHERMAN OAKS,CA
10980-3450,NEW BRUNSWICK,NJ
10980-3451,CLEVELAND,OH
10980-3452,KANSAS CITY,MO
10970-0407,LITTLE ROCK,AR
10970-0408,HOUSTON,TX
10980-3453,LA JOLLA,CA
10970-0409,BALTIMORE,MD
10970-0410,LOMA LINDA,CA
10980-3454,CHICAGO,IL
10970-0411,BALTIMORE,MD
10980-3455,BRONX,NY
10970-0412,BOSTON,MA
10980-3456,CINCINNATI,OH
10980-3457,EAST LANSING,MI
11000-4146,ST. LOUIS,MO
10970-0413,NEW YORK,NY
10980-3458,ATLANTA,GA
11000-4147,BOSTON,MA
10970-0414,DETROIT,MI
10970-0415,NEW YORK,NY
10980-3459,BROOKLYN,NY
10970-0416,LEBANON,NH
10980-3460,WASHINGTON,DC
10980-3461,KANSAS CITY,MO
10970-0417,ROCHESTER,NY
10980-3462,BRONX,NY
11000-4148,COLUMBIA,MO
10980-3463,MILWAUKEE,WI
10980-3464,MIAMI,FL
10970-0418,PITTSBURGH,PA
10980-3465,PITTSBURGH,PA
10970-0419,DALLAS,TX
10980-3466,SEATTLE,WA
10980-3467,BRONX,NY
10980-3468,TUCSON,AZ
10970-0420,CHARLESTON,SC
10970-0421,SALT LAKE CITY,UT
10960-7957,PHILADELPHIA,PA
10970-0422,PITTSBURGH,PA
10980-3469,LIVINGSTON,NJ
10980-3470,BOSTON,MA
10980-3471,NASHVILLE,TN
10970-8738,PHILADELPHIA,PA
10980-3472,KANSAS CITY,MO
11000-1098,HAMILTON,ON
10980-3473,PHILADELPHIA,PA
10980-3474,PHILADELPHIA,PA
10980-3475,MILWAUKEE,WI
10970-0423,TEMPLE,TX
10970-0424,FARMINGTON,CT
10980-3476,BOSTON,MA
11000-2096,NEW YORK,NY
10980-3477,PINEHURST,NC
10980-3478,TULSA,OK
10970-8739,PITTSBURGH,PA
10980-3479,MILWAUKEE,WI
10980-3480,NEW ORLEANS,LA
10980-3481,NEW HAVEN,CT
10980-3482,LUBBOCK,TX
10970-0425,BROOKLYN,NY
10960-7958,CHARLOTTESVILLE,VA
10970-0426,MAYWOOD,IL
10980-3483,PHILADELPHIA,PA
10970-0427,GREENVILLE,NC
10980-3484,AUGUSTA,GA
10980-3485,BALTIMORE,MD
10970-0428,TAMPA,FL
10970-0429,PROVIDENCE,RI
10970-0430,LEXINGTON,KY
10970-0431,MORGANTOWN,WV
10980-3486,BOSTON,MA
10980-3487,SAN FRANCISCO,CA
10970-0432,PITTSBURGH,PA
10970-0433,ST. LOUIS,MO
10980-3488,MIAMI,FL
10980-3489,LOS ANGELES,CA
10970-0434,IRVINE,CA
10970-0435,LOS ANGELES,CA
10980-3490,LOS ANGELES,CA
10980-3491,MEMPHIS,TN
10970-0436,SEATTLE,WA
10980-3492,PROVIDENCE,RI
10980-3493,NEW YORK,NY
10980-3494,NEW YORK,NY
10970-0437,WHITE PLAINS,NY
10960-7959,PHILADELPHIA,PA
10970-0438,DENVER,CO
10980-3495,JACKSON,MS
10980-3496,TALLAHASSEE,FL
10970-0439,DAYTON,OH
10980-3497,VALHALLA,NY
10980-3498,CHICAGO,IL
10980-3499,BROCKTON,MA
10980-3500,NASHVILLE,TN
10980-3501,WASHINGTON,DC
10980-3502,CHARLESTON,SC
10970-0440,TUCSON,AZ
10970-0441,HANOVER,NH
10980-3503,CHAPEL HILL,NC
10980-3504,IOWA CITY,IA
10980-3505,HOUSTON,TX
10970-0442,BALTIMORE,MD
10970-0443,MORGANTOWN,WV
10970-0444,ALBURQUERQUE,NM
10980-3506,LOMA LINDA,CA
10970-0445,ANN ARBOR,MI
10980-3507,BOSTON,MA
10970-0446,AUSTIN,TX
10970-0447,NORTH BETHESDA,MD
10980-3508,WASHINGTON,DC
11000-1099,BETHESDA,MD
10970-0448,PHILADELPHIA,PA
10970-0449,PARK RIDGE,IL
10970-0450,ST. LOUIS,MO
10980-3509,CHARLOTTESVILLE,VA
10980-3510,ATLANTA,GA
10980-3511,GAINESVILLE,FL
10980-3512,ROOTSTOWN,OH
10970-0451,BETHESDA,MD
10970-0452,MINNEAPOLIS,MN
10980-3513,CLEVELAND,OH
10970-0453,PORTLAND,OR
10980-3514,EAST LANSING,MI
10980-3515,NEW YORK,NY
10970-0454,DALLAS,TX
10980-3516,OKLAHOMA CITY,OK
10980-3517,CLEVELAND,OH
10970-0455,ROCHESTER,NY
11000-1101,NEW YORK,NY
10970-0456,COLUMBUS,OH
10970-0457,NEW YORK,NY
10970-0458,SAN FRANCISCO,CA
11000-1102,LITTLE ROCK,AR
10980-3518,TOLEDO,OH
10970-0459,BOSTON,MA
10980-3519,NORTH CHICAGO,IL
10970-0460,COLUMBIA,SC
10970-0461,SYRACUSE,NY
10960-7960,ATLANTA,GA
10970-0462,ALBANY,NY
10980-3520,CHICAGO,IL
10970-8740,LOUISVILLE,KY
10980-3521,TAMPA,FL
10970-0463,BIRMINGHAM,AL
11000-1103,WINSTON-SALEM,NC
10980-3522,DETROIT,MI
10970-0464,PIPERSVILLE,PA
10970-0465,CHARLESTON,SC
10980-3523,RIVERDALE,NY
11000-4149,MACON,GA
10980-3524,HOUSTON,TX
10960-7961,SAN FRANCISCO,CA
10970-0466,LEBANON,NH
10970-8741,DAVIS,CA
10970-0467,BALTIMORE,MD
10970-0468,LOUISVILLE,KY
10980-3525,GRAND FORKS,ND
10980-3526,PITTSBURGH,PA
10970-0469,WASHINGTON,DC
10980-3527,RICHMOND,VA
10980-3528,LITTLE ROCK,AR
10970-0470,LEBANON,NH
10970-0471,SALT LAKE CITY,UT
10970-0472,NEWARK,NJ
10970-0473,MORGANTOWN,WV
10980-3529,BRYN MAWR,PA
10970-0474,SAN DIEGO,CA
10970-0475,ALBANY,NY
10970-0476,WINSTON-SALEM,NC
10980-3530,NEWARK,NJ
10980-3531,CLEVELAND,OH
10980-3532,HOUSTON,TX
10980-3533,GAINESVILLE,FL
10970-0477,SALT LAKE CITY,UT
10970-0478,CHAPEL HILL,NC
10970-0479,ATLANTA,GA
10960-7962,HERSHEY,PA
10960-7963,NEW YORK,NY
10980-3534,NORFOLK,VA
10980-3535,BOSTON,MA
10970-0480,BOSTON,MA
10970-0481,PHILADELPHIA,PA
10980-3536,WINSTON-SALEM,NC
11000-1104,BRENTWOOD,TN
10960-7964,PITTSBURGH,PA
10970-0482,NEWARK,NJ
10970-0483,PHILADELPHIA,PA
10980-3537,BOSTON,MA
10980-3538,COLUMBUS,OH
10970-0484,PORTLAND,ME
10980-3539,INDIANAPOLIS,IN
10970-0485,AKRON,OH
10980-3540,ROOTSTOWN,OH
10980-3541,HOUSTON,TX
10970-0486,JACKSONVILLE,FL
10970-0487,PHILADELPHIA,PA
10980-3542,WASHINGTON,DC
10980-3543,SAN FRANCISCO,CA
10980-3544,SOUTHFIELD,MI
10980-3545,MAYWOOD,IL
10980-3546,COLUMBIA,MO
10970-0488,COLUMBIA,MO
11000-4150,MEMPHIS,TN
10970-0489,KANSAS CITY,KS
10980-3547,DETROIT,MI
10980-3548,KETTERING,OH
10970-0490,EVANSTON,IL
10970-0491,CAMDEN,NJ
10970-0492,PITTSBURGH,PA
10980-3549,CHICAGO,IL
10980-3550,ROCKFORD,IL
10970-0493,ROCHESTER,MN
10980-3551,DETROIT,MI
10990-9858,BALTIMORE,MD
10980-3552,CHICAGO,IL
10980-3553,MINNEAPOLIS,MN
10980-3554,BOSTON,MA
10980-3555,MADISON,WI
10970-0494,LEXINGTON,KY
10970-0495,WASHINGTON,DC
10980-3556,HARTFORD,CT
10980-3557,BOSTON,MA
10970-0496,BALTIMORE,MD
10980-3558,KANSAS CITY,MO
10970-0497,PROVIDENCE,RI
10970-0498,WICHITA,KS
10980-3559,IOWA CITY,IA
10970-0499,SAN ANTONIO,TX
10980-3560,SAN JUAN,PR
10980-3561,VALHALLA,NY
10970-8742,PHILADELPHIA,PA
10970-0500,WASHINGTON,DC
10990-9859,SHERBROOKE,AB
10970-0501,TUCSON,AZ
10980-3562,PHILADELPHIA,PA
10980-3563,BRIDGEPORT,CT
10970-0502,COLLEGE STATION,TX
10980-3564,BALTIMORE,MD
10970-0503,DALLAS,TX
10980-3565,CALGARY,AB
10980-3566,CHAPEL HILL,NC
11000-4151,HUNTINGTON,WV
11000-2097,GREENVILLE,NC
10970-0504,NEW ORLEANS,LA
10980-3567,SALEM,VA
10970-8743,PARK RIDGE,IL
10970-0505,HAMPTON,VA
10970-0506,PROVIDENCE,RI
11000-4152,STONY BROOK,NY
10970-0507,RICHMOND,VA
10970-0508,GAINESVILLE,FL
10980-3568,JOHNSON CITY,TN
10980-3569,ORLANDO,FL
10980-3570,NEW YORK,NY
10980-3571,DAYTON,OH
10980-3572,HOUSTON,TX
10970-0509,BOSTON,MA
10980-3573,ST. LOUIS,MO
10980-3574,ST. LOUIS,MO
10980-3575,LEXINGTON,KY
10980-3576,DANBURY,CT
11000-1105,NEW ORLEANS,LA
10980-3577,LOS ANGELES,CA
10980-3578,HOUSTON,TX
10970-0510,BOSTON,MA
10980-3579,GAINESVILLE,FL
10980-3580,PHILADELPHIA,PA
10980-3581,MOBILE,AL
10970-0511,TORONTO,ON
10970-0512,ST. LOUIS,MO
10980-3582,URBANA,IL
10970-0513,PROVIDENCE,RI
10970-0514,HONOLULU,HI
10970-0515,WORCESTER,MA
10980-3583,PORTLAND,ME
11000-2098,MEMPHIS,TN
10960-7965,AUGUSTA,GA
10970-0516,LEXINGTON,KY
10970-0517,BIRMINGHAM,MI
10970-8744,ROYAL OAK,MI
10970-0518,SAN FRANCISCO,CA
10980-3584,NEW YORK,NY
11000-1106,HAMILTON,ON
11000-4153,CHICAGO,IL
11000-4154,BOSTON,MA
11000-4155,MAYWOOD,IL
10980-3585,TUCSON,AZ
10980-3586,HARRISON,NJ
10970-0519,GRAND FORKS,ND
10970-0520,CONSHOHOCKEN,PA
10980-3588,WASHINGTON,DC
10980-3589,JACKSON,MS
10970-8745,NASHVILLE,TN
11000-2099,OTTAWA,ON
10980-3590,BIRMINGHAM,AL
10980-3591,BRONX,NY
10970-8746,SPRINGFIELD,IL
10970-0521,NEW YORK,NY
10980-3592,BROOKLYN,NY
10970-8747,TORONTO,ON
10980-3593,OMAHA,NE
10970-8748,PROVIDENCE,RI
11000-2100,SAN JUAN,PR
10980-3594,KANSAS CITY,MO
11000-2101,COLUMBIA,MO
10970-0522,MILWAUKEE,WI
11000-2102,WORCESTER,MA
10980-3595,KANSAS CITY,KS
10980-3596,MADISON,WI
10980-3597,NEW ORLEANS,LA
10980-3598,PITTSBURGH,PA
10980-3599,BOSTON,MA
10970-0523,NEW ORLEANS,LA
10980-3600,OKLAHOMA CITY,OK
10980-3601,ROCHESTER,MN
11000-2103,SHERBROOKE,PQ
10980-3602,CHARLOTTESVILLE,VA
10980-3603,RICHMOND,VA
10970-8749,LOS ANGELES,CA
10970-0524,HULL,MA
11000-4156,OKLAHOMA CITY,OK
10980-3604,ATLANTA,GA
10980-3605,BALTIMORE,MD
10970-8750,BETHESDA,MD
11000-2104,HALIFAX,NS
10980-3606,NEWARK,NJ
10980-3607,DURHAM,NC
11000-4157,ROCHESTER,NY
11000-1107,ROCHESTER,NY
10970-0525,BOSTON,MA
10980-3608,LONDON,ON
11000-2105,LONDON,ON
10980-3609,ST. JOHN'S,NF
10970-8751,ST. JOHN'S,NF
11000-2106,WINSTON-SALEM,NC
10980-3610,HARVEY,IL
10980-3611,MINNEAPOLIS,MN
10970-0526,SAN DIEGO,CA
10980-3612,PROVIDENCE,RI
10980-3613,PHILADELPHIA,PA
11000-2107,JERSEY,PQ
10970-0527,NEW ORLEANS,LA
10970-8752,MOBILE,AL
10980-3614,MINNEAPOLIS,MN
10980-3615,CHICAGO,IL
10980-3616,WASHINGTON,DC
10980-3617,MOBILE,AL
10980-3618,NEW YORK,NY
10980-3619,CLEVELAND,OH
10980-3620,CLEVELAND,OH
10980-3621,PHILADELPHIA,PA
10980-3622,CHICAGO,IL
10980-3623,MINNEAPOLIS,MN
11000-2108,NEW ORLEANS,LA
11000-2109,PROVIDENCE,RI
10980-3624,PHILADELPHIA,PA
10980-3625,PROVIDENCE,RI
10980-3626,CLEVELAND,OH
10980-3627,MEMPHIS,TN
11000-2110,MEMPHIS,TN
10980-3628,PHILADELPHIA,PA
10980-3629,SILVER SPRING,MD
10970-8753,NEW ORLEANS,LA
10980-3630,NEW HAVEN,CT
10980-3631,NEW YORK,NY
10980-3632,SEATTLE,WA
10960-7966,DENVER,CO
10990-9860,BOSTON,MA
10990-9861,ROCHESTER,NY
10980-3633,SOUTHFIELD,MI
10980-3634,SOUTHFIELD,MI
10980-3635,PHILADELPHIA,PA
11000-2111,ST. JOHN'S,NF
10970-8754,RICHMOND,VA
10980-3636,CHICAGO,IL
10980-3637,CHICAGO,IL
10980-3638,STANFORD,CA
10980-3639,CHAPEL HILL,NC
11000-4158,NEW ORLEANS,LA
10980-3640,NEW YORK,NY
10980-3641,CHICAGO,IL
10980-3642,CHAPEL HILL,NC
11000-4159,DALLAS,TX
11000-4160,DALLAS,TX
10980-3643,PHILADELPHIA,PA
10970-8755,SEATTLE,WA
10980-3644,DALLAS,TX
11000-4161,DALLAS,TX
11000-4162,SHREVEPORT,LA
10980-3645,COLUMBIA,SC
10980-3646,PHILADELPHIA,PA
10980-3647,SPRINGFIELD,IL
10980-3648,BOSTON,MA
10980-3649,PROVIDENCE,RI
10960-7968,GREENVILLE,SC
10980-3650,NEWARK,DE
10980-3651,LEXINGTON,KY
10980-3652,BROOKLYN,NY
10980-3653,LOUISVILLE,KY
10980-3654,WEST CHESTER,PA
10980-3655,BALTIMORE,MD
10980-3656,BETHESDA,MD
10960-7969,WASHINGTON,DC
10970-8756,BOSTON,MA
10970-0528,PHILADELPHIA,PA
10970-0529,PHILADELPHIA,PA
10980-3657,PHILADELPHIA,PA
10970-0530,CHELTENHAM,PA
10980-3658,NEW YORK,NY
10980-3659,MEMPHIS,TN
10980-3660,CHICAGO,IL
10980-3661,HALIFAX,NS
10980-3662,CHAPEL HILL,NC
11000-4163,CHAPEL HILL,NC
11000-4164,CHAPEL HILL,NC
10980-3663,CHAPEL HILL,NC
11000-4165,CHAPEL HILL,NC
11000-4166,CHAPEL HILL,NC
11000-4167,CHAPEL HILL,NC
10980-3664,BALTIMORE,MD
10970-8757,BRIDGEPORT,CT
10980-3665,IOWA CITY,IA
10970-8758,NEW ORLEANS,LA
10970-8759,WORCESTER,MA
11000-4168,SEATTLE,WA
10980-3666,PHILADELPHIA,PA
10980-3667,PROVIDENCE,RI
10980-3668,HAMPTON,VA
10980-3669,ALBUQUERQUE,NM
10970-8760,LOMA LINDA,CA
10970-8761,NASHVILLE,TN
10980-3670,NASHVILLE,TN
10980-3671,HOUSTON,TX
10980-3672,LOUISVILLE,KY
10970-8762,RENO,NV
10980-3673,MILWAUKEE,WI
10980-3674,TAMPA,FL
10980-3675,DETROIT,MI
10980-3676,NEW HYDE PARK,NY
10980-3677,PHILADELPHIA,PA
10980-3678,PHILADELPHIA,PA
10980-3679,PHILADELPHIA,PA
10980-3680,DETROIT,MI
10980-3681,TOLEDO,OH
10980-3682,BOSTON,MA
10980-3683,NASHVILLE,TN
11000-4169,SAINT LOUIS,MO
10980-3684,PHILADELPHIA,PA
10970-8763,ALBANY,NY
11000-4170,NEW YORK,NY
10970-8764,PATERSON,NJ
11000-2112,CLEVELAND,OH
10970-0531,SYRACUSE,NY
10980-3685,ALBANY,NY
11000-4171,LOS ANGELES,CA
10970-0532,WASHINGTON,DC
10980-3686,PHILADELPHIA,PA
10970-0533,CLEVELAND,OH
10980-3687,CLEVELAND,OH
10970-8765,BROOKLYN,NY
10970-8766,MONTREAL,PQ
10970-8767,IOWA CITY,IA
11000-2113,GREENVILLE,NC
11000-2114,JOHNSON CITY,NY
10980-3688,OMAHA,NE
10980-3689,SAN ANTONIO,TX
10980-3690,SANTA MONICA,CA
10980-3691,ROCHESTER,MN
10970-0534,DETROIT,MI
10980-3692,HUNTINGTON,WV
10980-3693,HOUSTON,TX
10970-8768,KETTERING,OH
10980-3694,BALTIMORE,MD
10980-3695,COLUMBIA,MO
10980-3696,COLUMBIA,MO
10980-3697,MAMARONECK,NY
10980-3698,ROCHESTER,NY
10980-3699,SYRACUSE,NY
10980-3700,ALLENTOWN,PA
10980-3701,PHILADELPHIA,PA
10960-7970,PITTSBURGH,PA
10980-3702,HOUSTON,TX
10980-3703,CHICAGO,IL
10980-3704,NORFOLK,VA
10980-3705,DANVILLE,PA
10980-3706,GREENVILLE,NC
10980-3707,INDIANAPOLIS,IN
10980-3708,SAINT LOUIS,MO
10980-3709,DETROIT,MI
10980-3710,SHREVEPORT,LA
10980-3711,WORCESTER,MA
10970-8769,COOPERSTOWN,NY
10970-8770,PHILADELPHIA,PA
11000-2116,PHILADELPHIA,PA
10970-8771,BROOKLYN,NY
10980-3712,HATTIESBURG,MS
10980-3713,DAYTON,OH
11000-4172,CINCINNATI,OH
10980-3714,MILWAUKEE,WI
10970-8772,NASHVILLE,TN
10970-8773,CLEVELAND,OH
10970-8774,DALLAS,TX
10980-3715,VALHALLA,NY
10980-3716,BALTIMORE,MD
10970-8775,PROVIDENCE,RI
10970-8776,ROYAL OAK,MI
10980-3717,LONG BEACH,CA
10970-8777,NEW YORK,NY
10980-3718,NEW YORK,NY
10980-3719,LUBBOCK,TX
10960-7971,BALTIMORE,MD
10970-8778,WASHINGTON,DC
10980-3720,JACKSON,MS
11000-2117,CHICAGO,IL
10980-3721,OKLAHOMA CITY,OK
10980-3722,MONTREAL,PQ
10970-8779,WINNIPEG,MB
11000-2118,QUEBEC CITY,PQ
10970-8780,HAMILTON,ON
11000-2119,ST. JOHN'S,NF
10970-0535,CHICAGO,IL
10970-8781,COLUMBIA,SC
10960-7972,CHICAGO,IL
10980-3723,ST. LOUIS,MO
10970-8783,HOUSTON,TX
10970-8784,PHOENIX,AZ
10980-3724,LITTLE ROCK,AR
10970-8785,LITTLE ROCK,AR
10970-0536,MONTREAL,PQ
11000-1108,ROCHESTER,MN
10980-3725,SALT LAKE CITY,UT
10980-3726,TOLEDO,OH
10970-8786,BROOKLYN,NY
10970-8787,OKLAHOMA CITY,OK
10980-3727,PHOENIX,AZ
10980-3728,NEW YORK,NY
10980-3729,NEW YORK,NY
10980-3730,WORCESTER,MA
10980-3731,WORCESTER,MA
10960-7973,SAN BERNANDINO,CA
10980-3732,BRYN MAWR,PA
10960-7974,CLEVELAND,OH
10980-3733,HOUSTON,TX
10980-3734,NEW ORLEANS,LA
10980-3735,PITTSBURGH,PA
10970-8788,DANVILLE,PA
10980-3736,MEMPHIS,TN
10980-3737,MEMPHIS,TN
11000-4173,LEXINGTON,KY
10980-3738,OMAHA,NE
10980-3739,BURLINGTON,VT
10980-3740,BRONX,NY
10970-8789,SOLON,IA
11000-4174,LEXINGTON,KY
10970-0537,DALLAS,TX
10980-3741,DENVER,CO
10970-0538,RICHMOND,VA
10980-3742,BOSTON,MA
10980-3743,PONCE,PR
10980-3744,PONCE,PR
10980-3745,NEW YORK,NY
11000-4175,HAZARD,KY
10960-7975,VOORHEES,NJ
10970-0539,KANSAS CITY,MO
11000-4176,TUCSON,AZ
11000-4177,TUCSON,AZ
11000-4178,TUCSON,AZ
10970-0540,THOROFARE,NJ
10980-3746,TUCSON,AZ
10980-3747,TUCSON,AZ
10980-3748,NEW YORK,NY
10980-3749,HERSHEY,PA
10980-3750,DETROIT,MI
11000-4179,PONCE,PR
10980-3751,PORTLAND,OR
11000-4180,LOS ANGELES,CA
10980-3752,BRONX,NY
10970-8790,MINNEAPOLIS,MN
10970-8791,SALEM,VA
10980-3753,HOUSTON,TX
10960-7976,DURHAM,NC
10980-3754,PITTSBURGH,PA
11000-4181,ANN ARBOR,MI
10980-3755,CHARLOTTESVILLE,VA
10970-8792,DALLAS,TX
10980-3756,BOSTON,MA
11000-2121,PHILADELPHIA,PA
11000-2122,NEW YORK,NY
10980-3757,PITTSBURGH,PA
10980-3758,PHOENIX,AZ
10980-3759,OKLAHOMA CITY,OK
10970-8793,CLEVELAND,OH
11000-2123,CLEVELAND,OH
10980-3760,WORCESTER,MA
10980-3761,LUBBOCK,TX
10980-3762,LUBBOCK,TX
10960-7977,CLEVELAND,OH
10980-3763,HOUSTON,TX
10980-3764,TOLEDO,OH
10980-3765,PARK RIDGE,IL
10980-3766,RICHMOND,VA
11000-1109,LITTLE ROCK,AR
10980-3767,HOUSTON,TX
10970-8794,CHARLESTON,SC
10980-3768,BROOKLYN,NY
10980-3769,BROOKLYN,NY
10980-3770,OKLAHOMA CITY,OK
10980-3771,PHOENIX,AZ
10980-3772,PONCE,PR
10980-3773,YOUNGSTOWN,OH
10980-3774,WASHINGTON,DC
10980-3775,WASHINGTON,DC
10980-3776,NEW ORLEANS,LA
10980-3777,DETROIT,MI
11000-2124,COLUMBUS,OH
10970-8795,DALLAS,TX
10980-3778,MILWAUKEE,WI
10980-3779,HOUSTON,TX
11000-2125,JOHNSON CITY,NY
11000-4182,AUGUSTA,GA
10970-8796,RENO,NV
10970-0541,CHARLOTTESVILLE,VA
10980-3780,BRITISH COLUMBI,BC
10980-3781,DURHAM,NC
11000-4183,WORCESTER,MA
10980-3782,MEMPHIS,TN
10980-3783,WORCESTER,MA
11000-4184,ODESSA,TX
10980-3784,MEMPHIS,TN
11000-4185,EL PASO,TX
10980-3785,CINCINNATI,OH
10980-3786,CAMDEN,NJ
10980-3787,PHILADELPHIA,PA
10980-3788,WASHINGTON,DC
11000-1110,MORGANTOWN,WV
11000-4186,COLUMBUS,OH
11000-4187,COLUMBUS,OH
11000-4188,SAN FRANCISCO,CA
10980-3789,HOUSTON,TX
11000-4189,SAN FRANCISCO,CA
11000-4190,SAN FRANCISCO,CA
10980-3791,SAN FRANCISCO,CA
10970-8797,SAN FRANCISCO,CA
11000-4191,SAN FRANCISCO,CA
10980-3792,SAN FRANCISCO,CA
11000-4192,SAN FRANCISCO,CA
10980-3793,SAN FRANCISCO,CA
10980-3794,RENO,NV
10990-9862,MEMPHIS,TN
11000-4193,LA JOLLA,CA
11000-4194,LA JOLLA,CA
10980-3795,ROCHESTER,MN
10980-3796,PHILADELPHIA,PA
11000-4195,NEW HAVEN,CT
10980-3797,OKEMOS,MI
11000-4196,NEW BRITAIN,CT
10980-3798,COLUMBUS,OH
10970-0542,COLUMBUS,OH
10980-3799,MILWAUKEE,WI
10980-3800,MILWAUKEE,WI
10980-3801,TUCSON,AZ
10980-3802,HOUSTON,TX
11000-4197,HOUSTON,TX
11000-4198,HOUSTON,TX
10970-0543,CHARLESTON,SC
10980-3803,PHILADELPHIA,PA
10980-3804,NASHVILLE,TN
10970-0544,ROCHESTER,NY
10980-3805,ROCHESTER,NY
10980-3806,CHARLESTON,SC
10980-3807,HOUSTON,TX
11000-2126,LOMA LINDA,CA
11000-4199,MIAMI,FL
10980-3808,OMAHA,NE
10980-3809,BROOKLYN,NY
10970-8799,BROOKLYN,NY
10980-3810,STONY BROOK,NY
10970-0545,PARK RIDGE,IL
10970-8800,PITTSFIELD,MA
10970-8801,PITTSFIELD,MA
10970-0546,ATLANTA,GA
10980-3811,OMAHA,NE
10980-3812,LUBBOCK,TX
10980-3813,LUBBOCK,TX
10980-3814,DETROIT,MI
10980-3815,OMAHA,NE
10980-3816,PHILADELPHIA,PA
10990-9863,BALTIMORE,MD
11000-2127,GAINESVILLE,FL
10980-3817,MILWAUKEE,WI
10980-3818,MADISON,WI
10960-7979,BETHESDA,MD
10970-0547,WASHINGTON,DC
11000-1111,WASHINGTON,DC
