Federal Provider Number,Provider Name,Overall Rating,Health Inspection Rating,QM Rating,Staffing Rating,RN Staffing Rating,Processing Date
445479,LIFE CARE CENTER OF GRAY,5,3,5,5,5,4/1/2016
435113,MENNO-OLIVET CARE CENTER,5,3,5,4,3,4/1/2016
155578,MILLER'S MERRY MANOR,5,4,5,3,4,4/1/2016
45235,GARLAND NURSING  AND REHABILITATION CENTER,3,2,3,4,3,4/1/2016
676101,KINDRED TRANSITIONAL CARE AND REHABILITATION-RIDGM,2,1,2,4,4,4/1/2016
445474,HERMITAGE HEALTH CENTER,5,5,5,3,4,4/1/2016
235707,THE WILLOWS AT HOWELL,,,,,,4/1/2016
676145,PRAIRIE ESTATES,5,4,5,3,5,4/1/2016
505510,AVALON CARE CENTER -  FEDERAL WAY,2,1,5,4,4,4/1/2016
365396,TRI COUNTY EXTENDED CARE CENTER,2,2,4,3,3,4/1/2016
345521,SNUG HARBOR ON NELSON BAY,4,5,1,5,5,4/1/2016
2.40E+103,MOUNT OLIVET HOME,5,4,5,2,4,4/1/2016
455985,CLARKSVILLE NURSING CENTER,3,4,3,1,1,4/1/2016
195499,ST FRANCES NSG & REHAB CENTER,3,3,2,3,2,4/1/2016
175127,LEGACY AT SALINA,2,3,1,3,2,4/1/2016
455972,LINDALE HEALTHCARE CENTER,2,1,2,4,4,4/1/2016
55698,"CLAIREMONT HEALTHCARE & WELLNESS CENTRE, LLC",1,1,4,3,3,4/1/2016
365628,S.E.M. HAVEN HEALTH CARE CENTER,5,4,5,4,4,4/1/2016
445492,RIPLEY HEALTHCARE AND REHAB CENTER,1,1,2,1,2,4/1/2016
15197,LAFAYETTE EXTENDED CARE,5,4,5,4,3,4/1/2016
46A058,FAIRVIEW CARE CENTER EAST,4,4,4,4,4,4/1/2016
555283,CRYSTAL RIDGE CARE CENTER,5,4,5,3,3,4/1/2016
225553,WABAN HEALTH CENTER,2,1,5,4,5,4/1/2016
35125,RIDGECREST HEALTHCARE,2,2,1,4,4,4/1/2016
15189,GOLDEN LIVING CENTER - PELL CITY,1,1,1,3,4,4/1/2016
375490,MARLOW MANOR,4,4,5,1,1,4/1/2016
395138,MIFFLIN CENTER,4,3,5,3,4,4/1/2016
375551,MEDICAL PARK WEST REHABILITATION & SKILLED CARE,3,3,4,3,3,4/1/2016
105856,PREMIER PLACE AT THE GLENVIEW,5,5,5,5,5,4/1/2016
675109,THE VILLAGE AT RICHARDSON,2,3,3,1,1,4/1/2016
235614,COVENANT VILLAGE OF THE GREAT LAKES,5,4,5,4,4,4/1/2016
185087,TWIN RIVERS NURSING AND REHAB CENTER,1,1,1,2,3,4/1/2016
295094,SPANISH HILLS WELLNESS SUITES,,,,,,4/1/2016
125026,"KUAKINI GERIATRIC CARE, INC",3,2,5,3,3,4/1/2016
425138,"ALPHA HEALTH & REHAB OF GREER, LLC",2,1,3,4,3,4/1/2016
395483,REGINA COMMUNITY NURSING CENTE,4,4,3,3,4,4/1/2016
505470,COLUMBIA LUTHERAN HOME,5,5,5,4,4,4/1/2016
285127,THE AMBASSADOR OMAHA,5,3,5,4,4,4/1/2016
265555,ELDON NURSING & REHAB,5,4,5,4,5,4/1/2016
265001,"NHC HEALTHCARE, TOWN & COUNTRY",2,1,5,3,4,4/1/2016
145523,APERION CARE AMBOY,2,3,1,3,3,4/1/2016
165405,HAPPY SIESTA NURSING HOME,3,2,2,4,5,4/1/2016
675664,SUNNY SPRINGS NURSING & REHAB,1,2,1,1,1,4/1/2016
365679,SIGNATURE HEALTHCARE OF FAYETTE COUNTY,1,1,4,3,2,4/1/2016
2.80E+174,HENDERSON CARE CENTER,2,1,3,5,5,4/1/2016
75028,CHESTERFIELDS HEALTH CARE CENTER,3,2,4,4,5,4/1/2016
335022,SANDS POINT CENTER FOR H & R,5,4,5,3,3,4/1/2016
345548,ASHTON PLACE HEALTH AND REHAB,4,3,5,3,3,4/1/2016
215074,HOMEWOOD CENTER,1,1,1,2,3,4/1/2016
105810,"MIRACLE HILL NURSING & REHABILITATION CENTER, INC",1,1,2,3,2,4/1/2016
05A027,SIERRA VISTA,2,1,5,4,4,4/1/2016
525354,ATRIUM POST ACUTE CARE OF MINERAL POINT,1,2,1,3,5,4/1/2016
1.40E+148,COLUMBUS MANOR RES CARE HOME,2,1,5,,,4/1/2016
75375,BRIDE BROOK HEALTH & REHABILITATION CENTER,5,5,5,4,5,4/1/2016
345386,WILKES REGIONAL MEDICAL CTR SN,5,4,5,,,4/1/2016
366394,"AVENUE CARE AND REHABILITATION CENTER, THE",2,1,4,4,3,4/1/2016
525475,RIVER'S BEND HEALTH AND REHABILITATION,4,4,4,4,4,4/1/2016
455815,CYPRESSWOOD HEALTH AND REHABILITATION CENTER,1,1,2,2,4,4/1/2016
17E470,MINNEOLA DISTRICT HOSPITAL LTCU,5,3,5,5,5,4/1/2016
105951,BRANDON HEALTH AND REHABILITATION CENTER,4,3,5,3,3,4/1/2016
375135,MANORCARE HEALTH SERVICES-SOUTHWEST,4,4,3,3,3,4/1/2016
65213,HEALTH CENTER AT FRANKLIN PARK,3,3,4,3,5,4/1/2016
505217,STAFFORD HEALTHCARE AT RIDGEMONT,5,4,4,5,5,4/1/2016
145235,LAKEFRONT NURSING & REHAB CTR,5,4,5,2,3,4/1/2016
146078,PERSHING GARDENS HEALTHCARE CENTER,4,4,4,4,5,4/1/2016
106047,LIFE CARE CENTER AT INVERRARY,5,4,5,4,4,4/1/2016
125057,KULANA MALAMA,5,5,5,5,5,4/1/2016
335285,PINE VALLEY CENTER FOR REHAB AND NURSING,5,5,5,5,5,4/1/2016
425012,ELLEN SAGAR NURSING CENTER,2,1,3,4,4,4/1/2016
435052,GOLDEN LIVINGCENTER - MOBRIDGE,3,3,4,2,3,4/1/2016
525411,WILLOWDALE NURSING & REHABILITATION CENTER,5,4,5,3,5,4/1/2016
315021,DAUGHTERS OF MIRIAM CENTER,4,3,3,4,5,4/1/2016
415012,BRIARCLIFFE MANOR,5,5,5,4,4,4/1/2016
395494,SLATE BELT HEALTH AND REHABILITATION CENTER,2,2,3,2,3,4/1/2016
35129,ACUITY SPECIALTY HOSPITAL OF ARIZONA AT MESA,1,1,1,4,5,4/1/2016
396125,CHRIST'S HOME RETIREMENT COMMUNITY,4,3,2,4,5,4/1/2016
555609,GLENDALE HEALTHCARE CENTER,5,4,5,4,4,4/1/2016
525678,"AVANTI HEALTH AND REHABILITATION CENTER, LLC",2,1,4,4,5,4/1/2016
675755,WINDSOR PLACE,1,1,2,3,2,4/1/2016
165110,GREAT RIVER KLEIN CENTER,4,3,3,5,5,4/1/2016
155176,GLENBROOK REHABILITATION & SKILLED NURSING CENTER,5,4,5,4,4,4/1/2016
365891,LAFAYETTE POINTE NURSING & REHAB CTR,3,3,3,2,3,4/1/2016
105650,BAYSHORE POINTE NURSING AND REHAB CENTER,4,3,3,4,5,4/1/2016
235595,ST FRANCIS NURSING CENTER,2,1,5,4,4,4/1/2016
315377,"ACTORS FUND HOME, THE",5,4,5,4,5,4/1/2016
235507,MEDILODGE OF PLYMOUTH,4,4,3,4,5,4/1/2016
225527,FARREN CARE CENTER,3,2,4,5,5,4/1/2016
345543,BERMUDA COMMONS NURSING AND REHABILITATION CENTER,2,2,5,1,1,4/1/2016
185120,SIGNATURE HEALTHCARE AT HILLCREST,3,4,1,2,2,4/1/2016
395715,WESLEY  ENHANCED LIVING AT STAPELEY,2,2,2,3,3,4/1/2016
275127,SWEET MEMORIAL NURSING HOME,3,4,1,4,4,4/1/2016
35199,THE HEALTH CARE CENTER-FORUM TUCSON,2,1,2,4,4,4/1/2016
55645,MISSION SKILLED NURSING & SUBACUTE CENTER,3,2,3,4,4,4/1/2016
375155,GRACE LIVING CENTER-NORTHEAST O K C,3,2,2,4,4,4/1/2016
55292,SHIELDS RICHMOND NURSING CENTER,4,3,4,4,5,4/1/2016
55977,KENNEDY POST ACUTE CARE CENTER,3,3,4,2,2,4/1/2016
55975,HILLCREST MANOR SANITARIUM,5,4,5,3,1,4/1/2016
175303,PARSONS PRESBYTERIAN MANOR,5,4,2,5,5,4/1/2016
365949,CONCORD CARE CENTER OF CORTLAND,1,1,2,3,3,4/1/2016
505206,KINDRED TRANSITIONAL CARE & REHAB CTR VANCOUVER,2,1,5,3,4,4/1/2016
106081,ST JAMES HEALTH AND REHABILITATION CENTER,5,4,5,3,2,4/1/2016
115508,BRIAN CENTER HEALTH & REHABILITATION/CANTON,4,4,4,3,3,4/1/2016
365129,RUDWICK MANOR SPECIAL CARE CEN,3,2,5,2,1,4/1/2016
676136,HUEBNER CREEK HEALTH & REHABILITATION CENTER,2,3,2,1,2,4/1/2016
225054,JOHN SCOTT HOUSE NURSING & REHABILITATION CENTER,4,4,2,4,4,4/1/2016
56116,LOS ALTOS SUB-ACUTE AND REHABILITATION CENTER,5,4,5,4,5,4/1/2016
345116,GOLDEN LIVINGCENTER - STARMOUNT,3,3,2,3,3,4/1/2016
75257,RIVERSIDE HEALTH & REHABILITAT,2,1,5,3,3,4/1/2016
555244,ANBERRY NURSING AND REHABILITATION CENTER,4,4,4,3,2,4/1/2016
395582,MOUNTAIN CITY NURSING AND REHABILITATION CENTER,1,1,2,2,2,4/1/2016
445515,"NHC HEALTHCARE, TULLAHOMA",5,5,2,4,4,4/1/2016
155799,MARION REHABILITATION AND ASSISTED LIVING CENTER,2,1,3,5,5,4/1/2016
395617,JOHN J KANE REGIONAL CENTER-SC,1,2,1,3,3,4/1/2016
105037,"PALMS OF SEBRING, THE",2,2,3,3,2,4/1/2016
555211,EXTENDED CARE HOSP WESTMINSTER,5,4,5,3,1,4/1/2016
55296,APPLEWOOD CARE CENTER,4,4,4,4,5,4/1/2016
125010,LEAHI HOSPITAL,5,3,5,5,5,4/1/2016
245341,CENTRACARE HEALTH SYSTEM-SAUK CENTRE NURSING HOME,4,4,3,4,4,4/1/2016
396133,VIBRA REHABILITATION CENTER,2,1,4,5,5,4/1/2016
285247,BIRCHWOOD MANOR,3,3,3,3,3,4/1/2016
675293,LINDEN HEALTHCARE CENTER,4,2,5,4,4,4/1/2016
676372,TWIN PINES NORTH NURSING AND REHABILITATION CENTER,5,5,2,2,4,4/1/2016
55119,COUNTRY VILLA TERRACE NRSG CTR,5,4,5,4,4,4/1/2016
235485,MIDMICHIGAN GLADWIN PINES NH,3,2,4,4,5,4/1/2016
225296,QUABBIN VALLEY HEALTHCARE,2,2,4,3,4,4/1/2016
45227,PLEASANT MANOR NURSING &  REHAB,3,2,5,3,2,4/1/2016
55016,MOUNT SAN ANTONIO GARDENS,5,4,3,5,5,4/1/2016
185288,ESSEX NURSING AND REHABILITATION CENTER,5,5,5,4,4,4/1/2016
145626,GENERATIONS OAKTON PAVILLION,1,2,1,3,5,4/1/2016
265410,BENTONVIEW PARK HEALTH & REHABILITATION,1,1,1,3,2,4/1/2016
395491,"PLEASANT VALLEY MANOR, INC",2,1,5,2,2,4/1/2016
365906,HILLSIDE SKILLED NURSING AND REHABILITATION,1,2,1,3,3,4/1/2016
265517,FAYETTE CARING CENTER,4,3,4,4,4,4/1/2016
195213,COURTYARD OF NATCHITOCHES,4,4,3,3,2,4/1/2016
505251,WHITMAN HEALTH & REHAB CENTER,3,3,3,3,5,4/1/2016
315329,FRANCISCAN OAKS HC,5,5,4,5,5,4/1/2016
105467,WILLISTON REHABILITATION AND NURSING CENTER,1,2,1,3,2,4/1/2016
185246,ROCKCASTLE HEALTH & REHABILITATION CENTER,1,1,4,1,2,4/1/2016
265565,PLEASANT HILL HEALTH AND REHABILITATION CENTER,3,3,2,2,1,4/1/2016
365030,CONCORD CARE CENTER OF TOLEDO,2,2,2,3,3,4/1/2016
675971,COLONIAL CARE CENTER,3,2,2,4,4,4/1/2016
65222,BOULDER MANOR,1,1,4,3,4,4/1/2016
35192,WEYRICH HCC OF WESTMINSTER VLG,5,5,4,5,5,4/1/2016
65296,CAMBRIDGE CARE CENTER,4,3,2,4,3,4/1/2016
265463,GLENNON PLACE NURSING CENTER,1,1,1,3,3,4/1/2016
05A183,RAINTREE CONVALESCENT HOSPITAL,3,2,5,3,2,4/1/2016
145415,ELSTON NURSING & REHAB CENTRE,3,2,2,5,5,4/1/2016
345457,BELAIRE HEALTH CARE CENTER,2,2,2,2,2,4/1/2016
555579,ARARAT NURSING FACILITY,4,4,5,1,1,4/1/2016
365185,PARK CENTER HEALTH CARE AND REHABILITATION CENTER,1,2,1,2,2,4/1/2016
366033,SIDNEY CARE CENTER,5,5,5,1,2,4/1/2016
155495,LAKELAND REHABILITATION AND HEALTHCARE CENTER,1,1,2,3,4,4/1/2016
366100,HEARTLAND OF CENTERVILLE,2,2,3,2,4,4/1/2016
55761,ENCINITAS NURSING AND REHABILITATION CENTER,5,4,5,4,4,4/1/2016
55632,GROSSMONT POST ACUTE CARE,5,4,4,5,5,4/1/2016
315091,CRANFORD REHAB & NURSING CENTER,3,2,5,3,3,4/1/2016
155230,ROSEBUD VILLAGE,2,1,5,2,3,4/1/2016
146091,MANOR COURT OF PERU,2,1,3,4,4,4/1/2016
555882,CENTRAL VALLEY SPECIALTY HOSPITAL -  SNF,5,5,,,,4/1/2016
15320,ENTERPRISE HEALTH & REHABILITATION CENTER,4,3,2,4,3,4/1/2016
235361,"CHALET OF NILES, LLC",1,1,2,2,4,4/1/2016
675172,GULF HEALTH CARE CENTER PORT ARTHUR,2,2,3,2,2,4/1/2016
225440,MEADOW GREEN NURSING AND REHABILITATION CENTER,5,3,5,4,5,4/1/2016
525545,LUTHERAN HOME,5,3,5,4,4,4/1/2016
235414,THE VILLA AT WEST BRANCH,5,4,5,4,3,4/1/2016
145951,PASSAVANT AREA HOSPITAL,4,5,1,5,5,4/1/2016
285271,NORTHFIELD RETIREMENT COMMUNITIES CARE CENTER,4,3,2,4,5,4/1/2016
35176,BEATITUDES CAMPUS,5,4,5,4,4,4/1/2016
375174,BRENTWOOD EXTENDED CARE & REHAB,3,3,2,2,1,4/1/2016
265480,GRAND RIVER HEALTH CARE,5,4,5,4,4,4/1/2016
155742,ST ANDREWS HEALTH CAMPUS,4,3,3,4,4,4/1/2016
395449,CHAPEL MANOR,2,3,1,2,4,4/1/2016
175366,GOOD SAMARITAN SOCIETY - ATWOOD,4,3,2,4,4,4/1/2016
555089,WESTERN HEALTHCARE CENTER,2,2,3,2,1,4/1/2016
315417,REFORMED CHURCH HOME,5,5,5,5,5,4/1/2016
45371,"WESTWOOD HEALTH AND REHAB, INC",5,5,4,4,4,4/1/2016
345492,NC STATE VETERANS HOME - FAYETTEVILLE,2,1,3,4,4,4/1/2016
235416,MEDILODGE OF STERLING,3,2,5,2,4,4/1/2016
505334,LIFE CARE CENTER OF KIRKLAND,5,4,5,4,4,4/1/2016
465153,IRON COUNTY NURSING HOME,3,2,2,4,5,4/1/2016
335784,SCHERVIER PAVILION,5,5,4,3,3,4/1/2016
106013,CHATSWORTH AT PGA NATIONAL,5,4,5,4,4,4/1/2016
105145,PARKSIDE HEALTH AND REHABILITATION CENTER,5,4,4,5,5,4/1/2016
195520,PRINCETON PLACE-RUSTON,1,1,3,3,2,4/1/2016
255262,LAURELWOOD COMM LIVING CENTER,3,3,4,3,5,4/1/2016
525512,SKAALEN NURSING AND REHABILITATION CENTER,4,3,2,4,4,4/1/2016
265705,GOOD SHEPHERD COMMUNITY CARE AND REHABILITATION,5,3,5,4,3,4/1/2016
375342,WASHITA VALLEY LIVING CENTER,2,1,5,2,1,4/1/2016
165268,THE REHABILITATION CENTER OF DES MOINES,2,1,5,3,3,4/1/2016
155714,OAK VILLAGE,2,1,2,5,5,4/1/2016
465170,ASPEN RIDGE OF UTAH VALLEY,5,4,5,5,5,4/1/2016
345212,BETHESDA HEALTH CARE FACILITY,2,3,2,1,1,4/1/2016
395227,BROOKSIDE HEALTHCARE & REHABILITATION CENTER,4,4,2,3,3,4/1/2016
55957,VISTA COVE CARE CENTER AT SANTA PAULA,1,1,2,3,3,4/1/2016
365178,KENWOOD TERRACE CARE CENTER,5,5,5,5,5,4/1/2016
555785,COURTYARD CARE CENTER,4,2,5,4,4,4/1/2016
265534,HERITAGE CARE CENTER,2,2,4,3,3,4/1/2016
235245,BRITTANY MANOR,3,3,2,2,4,4/1/2016
65322,JULIA TEMPLE HEALTHCARE CENTER,2,1,5,4,4,4/1/2016
675894,PARK MANOR OF CONROE,3,3,5,1,2,4/1/2016
505329,BUENA VISTA HEALTHCARE,5,3,5,4,4,4/1/2016
155831,BRIARCLIFF HEALTH & REHABILITATION CENTER,,,,,,4/1/2016
366236,GOOD SHEPHERD VILLAGE,3,3,4,2,3,4/1/2016
265794,HEISINGER LUTHERAN HOME,5,4,5,4,4,4/1/2016
165311,PLYMOUTH MANOR CARE CENTER,3,3,2,3,3,4/1/2016
395016,HANOVER HALL,1,1,3,3,3,4/1/2016
145136,AUBURN REHAB & HCC,3,2,2,4,4,4/1/2016
185344,BRACKEN COUNTY NURSING & REHABILITATION CENTER,4,3,5,3,5,4/1/2016
55601,PARKVIEW JULIAN CONVALESCENT,1,1,2,3,1,4/1/2016
365756,WHITEHOUSE COUNTRY MANOR,4,4,2,4,4,4/1/2016
555658,PORTERVILLE CONVALESCENT HOSPITAL,5,4,5,2,1,4/1/2016
235584,ARGENTINE CARE CENTER,5,5,2,4,4,4/1/2016
105935,CONSULATE HEALTH CARE OF PENSACOLA,1,1,2,3,3,4/1/2016
185159,GOLDEN LIVINGCENTER - FRANKFORT,3,3,3,3,3,4/1/2016
145271,HERITAGE HEALTH-LITCHFIELD,5,4,5,2,3,4/1/2016
106005,MANORCARE HEALTH SERVICES,5,4,5,3,3,4/1/2016
385259,HOLLADAY PARK PLAZA,4,3,3,5,5,4/1/2016
345255,CAROLINA CARE CENTER,3,2,3,4,4,4/1/2016
355064,BENEDICTINE LIVING CENTER OF GARRISON,1,1,3,3,2,4/1/2016
425005,CHERAW HEALTHCARE,4,4,4,2,2,4/1/2016
165302,LINN HAVEN REHAB & HEALTHCARE,1,1,4,3,4,4/1/2016
245485,JOHNSON MEMORIAL HOSP & HOME,4,4,3,4,5,4/1/2016
215174,GINGER COVE,4,4,1,5,5,4/1/2016
345091,EDGEWOOD PLACE AT THE VILLAGE AT BROOKWOOD,3,3,3,3,5,4/1/2016
235019,JACKSON COUNTY MEDICAL CARE FACILITY,4,2,5,4,4,4/1/2016
95019,DEANWOOD REHABILITATION AND WELLNESS CENTER,1,1,4,3,4,4/1/2016
215273,WALDORF  CENTER,3,3,4,3,3,4/1/2016
175275,MEDICALODGES KINSLEY,4,3,4,4,5,4/1/2016
65195,SAN JUAN LIVING CENTER,3,2,5,3,4,4/1/2016
365682,SALEM REGIONAL MEDICAL CENTER-SNF,4,4,1,5,5,4/1/2016
315332,SOUTHERN OCEAN CENTER,5,4,5,3,4,4/1/2016
455699,AVALON PLACE WHARTON,3,2,5,3,3,4/1/2016
335739,MILLS POND NURSING AND REHABILITATION CENTER,4,4,4,2,3,4/1/2016
185304,PRESTONSBURG HEALTH CARE CENTER,2,2,4,2,4,4/1/2016
115560,GATEWAY HEALTH AND REHAB,1,1,3,1,1,4/1/2016
225375,PARK PLACE REHABILITATION & SKILLED CARE CENTER,2,1,5,3,4,4/1/2016
525530,GRAY'S NURSING HOME,2,1,5,4,4,4/1/2016
225452,STERLING VILLAGE,2,2,3,3,4,4/1/2016
445447,MISSION CONVALESCENT HOME,4,4,2,3,2,4/1/2016
235075,SPECTRUM HEALTH REHAB & NURSING CENTER-FULLER AVE,1,1,1,5,5,4/1/2016
75219,"PARADIGM HEALTHCARE CENTER OF WATERBURY, LLC",3,2,5,2,3,4/1/2016
315510,BRIDGEWAY CARE AND REHAB CENTER AT HILLSBOROUGH,5,3,5,5,5,4/1/2016
165187,GOOD SAMARITAN SOCIETY - WEST UNION,2,3,1,3,3,4/1/2016
56245,CALIFORNIA PACIFIC MEDICAL CTR- DAVIES CAMPUS HOSP,4,4,1,5,5,4/1/2016
155488,KINDRED TRANSITIONAL CARE AND REHAB-ROLLING HILLS,2,2,5,1,2,4/1/2016
395297,HUNTINGDON HILLS REHABILITATION AND NURSING CENTER,2,2,2,2,2,4/1/2016
195558,SOUTHERN OAKS NURSING & REHABILITATION CENTER,3,2,5,3,3,4/1/2016
175216,WATHENA HEALTHCARE & REHABILITATION CENTER,5,4,5,3,4,4/1/2016
265055,KABUL NURSING HOMES INC,4,4,2,4,3,4/1/2016
366190,BELMONT MANOR,2,1,3,4,4,4/1/2016
525441,MANITOWOC HEALTH CARE CENTER,3,3,2,3,4,4/1/2016
105473,RIVER VALLEY REHABILITATION CENTER,4,4,2,3,2,4/1/2016
145665,"GROVE AT THE LAKE,THE",1,1,4,1,2,4/1/2016
105846,BAYA POINTE NURSING AND REHABILITATION CENTER,3,3,2,2,2,4/1/2016
56129,BURBANK HEALTHCARE & REHAB,2,1,5,5,5,4/1/2016
365462,OAK HILLS NURSING AND REHAB,4,3,4,4,4,4/1/2016
235290,METRON OF GREENVILLE,3,2,3,4,4,4/1/2016
146112,RIVER NORTH OF BRADLEY H & R,3,2,4,4,4,4/1/2016
155510,CENTURY VILLA HEALTH CARE,5,4,5,2,3,4/1/2016
335247,HILL HAVEN NURSING HOME,3,2,2,4,4,4/1/2016
355070,BETHEL LUTHERAN NURSING & REHABILITATION CENTER,2,1,4,5,5,4/1/2016
235667,MARYWOOD HEALTH CENTER,3,4,1,2,4,4/1/2016
366211,SARAH JANE LIVING CENTER,5,5,3,3,4,4/1/2016
315462,TALLWOODS CARE CENTER,2,1,5,2,3,4/1/2016
155797,ASPEN PLACE HEALTH CAMPUS,3,2,3,5,5,4/1/2016
675819,PARK MANOR OF SOUTH BELT,1,1,4,3,3,4/1/2016
75353,JEWISH HM FOR THE ELDERLY FAIR,5,4,5,5,5,4/1/2016
365817,SAMARITAN CARE CENTER,3,3,2,3,4,4/1/2016
335572,MAPLEWOOD NURSING HOME INC,4,4,4,4,4,4/1/2016
155218,KINDRED TRANSITIONAL CARE AND REHABILITATION-DYER,1,1,4,3,2,4/1/2016
555701,SIMI VALLEY CARE CENTER,4,4,4,4,4,4/1/2016
555706,DEL AMO GARDENS CONVALESCENT,4,3,5,3,3,4/1/2016
145939,WATERFRONT TERRACE,1,1,4,2,3,4/1/2016
495268,WESTMORELAND REHABILITATION & HEALTHCARE CENTER,2,3,2,1,2,4/1/2016
335483,GRACE PLAZA NURSING AND REHABILITATION CENTER,3,3,3,2,3,4/1/2016
525590,SANTA MARIA NURSING HOME,4,3,2,5,5,4/1/2016
45287,"DE QUEEN THERAPY & LIVING CENTER, INC",3,4,1,4,4,4/1/2016
335268,LUTHERAN RETIREMENT HOME,2,1,3,4,4,4/1/2016
285124,GOLDEN LIVINGCENTER - NELIGH,2,1,5,3,4,4/1/2016
435061,AVERA BRADY HEALTH AND REHAB,5,4,5,4,5,4/1/2016
315085,CHESTNUT HILL CONV CENTER,4,3,5,2,3,4/1/2016
465137,RED CLIFFS HEALTH AND REHAB,2,2,4,3,4,4/1/2016
105852,HEARTLAND HEALTH CARE AND REHABILITATION CENTER OF,2,1,5,3,3,4/1/2016
165294,AVOCA SPECIALTY CARE,2,2,4,2,4,4/1/2016
265531,HERITAGE NURSING CENTER-SKILLED NURS BY AMERICARE,4,3,2,4,4,4/1/2016
425116,ORANGEBURG REHABILITATION AND HEALTHCARE CENTER,1,1,1,2,2,4/1/2016
17E451,DAWSON PLACE,3,2,2,4,4,4/1/2016
205140,THE COMMONS AT TALL PINES,4,4,4,4,4,4/1/2016
345413,FLESHERS FAIRVIEW HEALTH CARE,3,2,2,4,4,4/1/2016
555168,FRIENDS HOUSE,2,1,2,5,5,4/1/2016
235009,THORNAPPLE MANOR,2,1,4,5,5,4/1/2016
155159,SUMMIT CITY NURSING AND REHABILITATION,5,5,5,4,4,4/1/2016
165236,GOOD SAMARITAN SOCIETY - MANSON,5,3,5,4,5,4/1/2016
385214,MARQUIS MILL PARK,5,5,4,4,5,4/1/2016
75400,BETHEL HEALTH CARE CENTER,2,1,5,5,5,4/1/2016
555098,ESKATON CARE CENTER GREENHAVEN,4,3,4,4,4,4/1/2016
335753,BRONX LEBANON SPECIAL CARE CENTER,5,5,3,3,3,4/1/2016
295087,KINDRED HOSPITAL - LAS VEGAS (FLAMINGO) - SNF/DP,4,4,4,3,3,4/1/2016
365411,ANDOVER VILLAGE RETIREMENT COMMUNITY,2,1,5,1,1,4/1/2016
675615,MERIDIAN CARE AT GRAYSON SQUARE,4,2,5,4,4,4/1/2016
455536,AMISTAD NURSING AND REHABILITATION CENTER,3,4,2,1,2,4/1/2016
155446,COVINGTON MANOR HEALTH AND REHABILITATION CENTER,2,1,4,4,4,4/1/2016
2.80E+272,GENOA COMMUNITY HOSPITAL/LTC,4,3,3,4,4,4/1/2016
325113,CEDAR RIDGE INN,3,2,5,2,3,4/1/2016
505275,PRESTIGE CARE & REHABILITATION - PINEWOOD TERRACE,2,2,3,3,3,4/1/2016
365747,ASTORIA PLACE OF WATERVILLE,1,2,1,3,4,4/1/2016
255175,GOLDEN LIVINGCENTER - BROOK MANOR,5,4,5,4,5,4/1/2016
185434,THE HERITAGE,4,4,4,3,3,4/1/2016
215125,NATIONAL LUTHERAN HOME,5,4,5,4,4,4/1/2016
335213,BROADLAWN MANOR NURSING & REHAB CTR,2,1,5,3,4,4/1/2016
335711,THE ORCHARD NURSING AND REHABILITATION CENTRE,1,1,4,3,3,4/1/2016
505525,MANORCARE HEALTH SERVICES - LACEY,3,2,5,2,4,4/1/2016
165334,GUTTENBERG CARE CENTER,4,4,2,4,4,4/1/2016
145827,"BRITISH HOME, THE",4,3,4,4,3,4/1/2016
145719,SYMPHONY OF LINCOLN,5,3,5,4,3,4/1/2016
245423,CHOSEN VALLEY CARE CENTER,4,4,3,3,4,4/1/2016
445240,LIFE CARE CENTER OF RED BANK,2,2,2,3,3,4/1/2016
325125,"ST CATHERINE HEALTHCARE AND REHABILITATION CENTER,",5,5,4,3,3,4/1/2016
225666,LIFE CARE CENTER OF PLYMOUTH,2,2,2,3,3,4/1/2016
435040,GOLDEN LIVINGCENTER - PRAIRIE HILLS,1,1,1,3,4,4/1/2016
555808,THE REHABILITATION CENTER OF SANTA MONICA,2,1,5,4,4,4/1/2016
345531,NORTH CAROLINA STATE VETERANS NURSING HOME SALISBU,5,4,5,4,4,4/1/2016
195358,LULING LIVING CENTER,3,4,1,2,1,4/1/2016
315284,MONMOUTH CARE CENTER,3,2,3,4,4,4/1/2016
235020,MICHIGAN MASONIC HOME,5,4,3,5,5,4/1/2016
15127,BROOKSHIRE HEALTHCARE CENTER,4,2,5,4,5,4/1/2016
285089,HERITAGE OF BEL AIR,5,4,5,5,5,4/1/2016
345236,WILMINGTON HEALTH AND REHABILITATION CENTER,4,4,3,3,3,4/1/2016
105310,"AVANTE AT ORMOND BEACH, INC",2,1,3,4,3,4/1/2016
146142,MERIDIAN VILLAGE CARE CENTER,5,3,5,4,4,4/1/2016
145634,ASTORIA PLACE LIVING & REHAB,3,3,4,3,4,4/1/2016
396128,MAPLE FARM,4,3,2,4,4,4/1/2016
355081,ROLETTE COMMUNITY CARE CENTER,2,1,4,4,4,4/1/2016
51A013,MINNIE HAMILTON HEALTH CARE D/P,4,4,4,2,1,4/1/2016
375458,THE LIVING CENTER,1,3,1,1,1,4/1/2016
366176,LIFE CARE CENTER OF ELYRIA,3,3,4,2,3,4/1/2016
65211,"FAIRACRES MANOR, INC.",4,4,4,4,4,4/1/2016
155651,HOMEVIEW CENTER OF FRANKLIN,4,4,4,3,4,4/1/2016
366361,OTTERBEIN MONCLOVA,2,2,2,3,2,4/1/2016
45E458,MABANK NURSING HOME,1,1,3,3,2,4/1/2016
255050,JEFFERSON DAVIS COMMUNITY HOSPITAL ECF,1,2,1,3,2,4/1/2016
